"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"MarineGym: A High-Performance Reinforcement Learning Platform for Underwater Robotics","S. Chu; Z. Huang; Y. Li; M. Lin; D. Li; I. Carlucho; Y. R. Petillot; C. Yang","The State Key Laboratory of Fluid Power and Mechatronic Systems, Zhejiang University, Hangzhou, China; School of Engineering and Physical Sciences, Heriot-Watt University, Edinburgh, UK; Department of Mechanical and Aerospace Engineering, Hong Kong University of Science and Technology, Hong Kong, China; The State Key Laboratory of Fluid Power and Mechatronic Systems, Zhejiang University, Hangzhou, China; The State Key Laboratory of Fluid Power and Mechatronic Systems, Zhejiang University, Hangzhou, China; School of Engineering and Physical Sciences, Heriot-Watt University, Edinburgh, UK; School of Engineering and Physical Sciences, Heriot-Watt University, Edinburgh, UK; The State Key Laboratory of Fluid Power and Mechatronic Systems, Zhejiang University, Hangzhou, China",2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"27 Nov 2025","2025","","","17146","17153","This study introduces MarineGym, a high-performance reinforcement learning platform tailored for underwater robotics. It aims to address the limitations of existing underwater simulation environments in terms of reinforcement learning compatibility, training efficiency, and standardized benchmarking. MarineGym integrates a proposed GPU-accelerated hydrodynamic plugin based on Isaac Sim, achieving a rollout speed of 250,000 frames per second on a single NVIDIA RTX 3060 GPU. It also provides five models of unmanned underwater vehicles, multiple propulsion systems, and a set of predefined tasks covering core underwater control challenges. Additionally, the domain randomization toolkit allows flexible adjustments of the simulation and task parameters during training to improve the Sim2Real transfer. Further benchmark experiments demonstrate that MarineGym improves training efficiency over existing platforms and supports robust policy adaptation under various perturbations in the marine environment. We expect this platform to drive further advancements in RL research for underwater robotics. For more details about MarineGym and its applications, please visit our project page: https://marine-gym.com/.","2153-0866","979-8-3315-4393-8","10.1109/IROS60139.2025.11246146","Natural Science Foundation of Zhejiang Province; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11246146","","Training;Autonomous underwater vehicles;Perturbation methods;Graphics processing units;Reinforcement learning;Benchmark testing;Propulsion;Hydrodynamics;Intelligent robots","","7","","52","IEEE","27 Nov 2025","19-25 Oct. 2025","19-25 Oct. 2025","IEEE","IEEE Conferences"
"NOLO: Navigate Only Look Once","B. Zhou; Z. Zhang; J. Wang; Z. Lu","School of Computer Science, Peking University, China; Department of Automation, Tsinghua University, China; School of Computer Science, Peking University, China; School of Computer Science, Peking University, China",2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"27 Nov 2025","2025","","","17162","17169","The in-context learning ability of Transformer models has brought new possibilities to visual navigation. In this paper, we focus on a novel video navigation setting, where an in-context navigation policy needs to be learned purely from videos in an offline manner, without access to the actual environment. For this setting, we propose Navigate Only Look Once (NOLO), a method for learning a navigation policy that possesses the in-context ability and adapts to new scenes by taking corresponding context videos as input without finetuning or re-training. To enable learning from videos, we first propose a pseudo action labeling procedure using optical flow to recover the action label from egocentric videos. Then, offline reinforcement learning is applied to learn the navigation policy. Through extensive experiments on different scenes both in simulation and the real world, we show that our algorithm outperforms baselines by a large margin, which demonstrates the effectiveness of the learned policy in in-context learning. For videos and more information, visit our project page.","2153-0866","979-8-3315-4393-8","10.1109/IROS60139.2025.11246428","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11246428","","Visualization;Navigation;Reinforcement learning;Transformers;Labeling;Optical flow;Intelligent robots;Videos","","","","51","IEEE","27 Nov 2025","19-25 Oct. 2025","19-25 Oct. 2025","IEEE","IEEE Conferences"
"Social-LLaVA: Enhancing Social Robot Navigation through Human-Language Reasoning","A. Payandeh; D. Song; M. Nazeri; J. Liang; P. Mukherjee; A. H. Raj; Y. Kong; D. Manocha; X. Xiao","George Mason University; George Mason University; George Mason University; University of Maryland, College Park; George Mason University; George Mason University; George Mason University; University of Maryland, College Park; George Mason University",2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"27 Nov 2025","2025","","","17192","17198","As mobile robots become increasingly common in human-centric environments, social navigation—adhering to unwritten social norms rather than merely avoiding pedestrians—has drawn growing attention. Existing methods, from hand-crafted techniques to learning-based approaches, often overlook the nuanced context and scene understanding that humans naturally exhibit. Inspired by studies indicating the critical role of language in cognition and reasoning, we propose a new approach to bridge robot perception and socially aware actions through human-like language reasoning. We introduce Social robot Navigation via Explainable Interactions (SNEI), a human-annotated vision-language dataset comprising over 40K Visual Question Answering (VQA) pairs across 2K unique social scenarios, drawn from diverse, unstructured public spaces. SNEI contains perception, prediction, chain-of-thought reasoning, action, and explanation, thereby allowing robots to interpret social contexts in human language. We fine-tune a Vision-Language Model, Social-LLaVA, on SNEI to demonstrate the potential of language-guided reasoning for high-level navigation tasks. Experimental evaluations—both quantitative and qualitative—demonstrate that Social-LLaVA can outperform state-of-the-art models.†.","2153-0866","979-8-3315-4393-8","10.1109/IROS60139.2025.11247618","George Mason University; National Science Foundation; Army Research Office; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11247618","","Bridges;Visualization;Navigation;Social robots;Cognition;Question answering (information retrieval);Mobile robots;Intelligent robots","","7","","35","IEEE","27 Nov 2025","19-25 Oct. 2025","19-25 Oct. 2025","IEEE","IEEE Conferences"
"Modeling Human-like Driving Behavior Based on Maximum Entropy Deep Inverse Reinforcement Learning","J. Shi; T. Zhang; S. Chen; N. Zheng; J. Xin","National Key Laboratory of Human-Machine Hybrid Augmented Intelligence, National Engineering Research Center for Visual Information and Applications, and Institute of Artificial Intelligence and Robotics, Xi’an Jiaotong University, Xi’an, P.R. China; National Key Laboratory of Human-Machine Hybrid Augmented Intelligence, National Engineering Research Center for Visual Information and Applications, and Institute of Artificial Intelligence and Robotics, Xi’an Jiaotong University, Xi’an, P.R. China; National Key Laboratory of Human-Machine Hybrid Augmented Intelligence, National Engineering Research Center for Visual Information and Applications, and Institute of Artificial Intelligence and Robotics, Xi’an Jiaotong University, Xi’an, P.R. China; National Key Laboratory of Human-Machine Hybrid Augmented Intelligence, National Engineering Research Center for Visual Information and Applications, and Institute of Artificial Intelligence and Robotics, Xi’an Jiaotong University, Xi’an, P.R. China; National Key Laboratory of Human-Machine Hybrid Augmented Intelligence, National Engineering Research Center for Visual Information and Applications, and Institute of Artificial Intelligence and Robotics, Xi’an Jiaotong University, Xi’an, P.R. China",2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"27 Nov 2025","2025","","","17420","17427","Modeling expert driving behavior is crucial for the successful implementation of human-like autonomous driving. In this paper, we propose a new sampling-based Maximum Entropy Deep Inverse Reinforcement Learning (MEDIRL) framework. It leverages naturalistic human driving data to train the reward model and thus evaluates driving behaviors from the reward of sampled candidate trajectories. The proposed framework utilizes deep neural networks to learn the feature-reward mapping, which offers superior fitting capabilities compared to traditional linear reward functions. A polynomial trajectory sampler for long-term decision making and a dynamic window trajectory sampler for short-term planning are adopted to simplify the calculation of partition function in the MEDIRL algorithm. In addition, the proposed framework offers a solution to the probability estimation of driving behaviors by calculating the likelihood of sampled candidate trajectories based on their reward values. Comparative experiments are conducted on the NGSIM US-101 Highway dataset, and the experimental results demonstrate the superiority of the proposed model in personalizing reward functions, as well as the applicability of the proposed method in modeling driving behaviors across various time horizons.","2153-0866","979-8-3315-4393-8","10.1109/IROS60139.2025.11246855","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11246855","","Road transportation;Heuristic algorithms;Decision making;Estimation;Reinforcement learning;Probability;Entropy;Trajectory;Planning;Driver behavior","","1","","25","IEEE","27 Nov 2025","19-25 Oct. 2025","19-25 Oct. 2025","IEEE","IEEE Conferences"
"Successor Features for Transfer in Alternating Markov Games","S. Amatya; Y. Ren; Z. Xu; W. Zhang","School of Manufacturing Systems and Networks, Arizona State University, Mesa, AZ, USA; School for Engineering of Matter, Transport, and Energy, Arizona State University, Tempe, AZ, USA; School for Engineering of Matter, Transport, and Energy, Arizona State University, Tempe, AZ, USA; School of Manufacturing Systems and Networks, Arizona State University, Mesa, AZ, USA",2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"27 Nov 2025","2025","","","17454","17461","This paper explores successor features for knowledge transfer in zero-sum, complete-information, and turn-based games. Prior research in single-agent systems has shown that successor features can provide a ""jump start"" for agents when facing new tasks with varying reward structures. However, knowledge transfer in games typically relies on value and equilibrium transfers, which heavily depends on the similarity between tasks. This reliance can lead to failures when the tasks differ significantly. To address this issue, this paper presents an application of successor features to games and presents a novel algorithm called Game Generalized Policy Improvement (GGPI), designed to address Markov games in multi-agent reinforcement learning. The proposed algorithm enables the transfer of learning values and policies across games. An upper bound of the errors for transfer is derived as a function the similarity of the task. Through experiments with a turn-based pursuer-evader game, we demonstrate that the GGPI algorithm can generate high-reward interactions and one-shot policy transfer. When further tested in a wider set of initial conditions, the GGPI algorithm achieves higher success rates with improved path efficiency compared to those of the baseline algorithms.","2153-0866","979-8-3315-4393-8","10.1109/IROS60139.2025.11245903","National Science Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11245903","","Upper bound;Games;Reinforcement learning;Game theory;Knowledge transfer;Intelligent robots;Periodic structures","","","","32","IEEE","27 Nov 2025","19-25 Oct. 2025","19-25 Oct. 2025","IEEE","IEEE Conferences"
"Bayesian Morphology Optimization for Musculoskeletal Systems","J. Zhao; Y. Yang; Y. Wang; S. Zhang; L. Huang; Y. Luo; H. Liu","Department of Automation, North China Electric Power University, China; School of Computer Science and Information Engineering, Shanghai Institute of Technology, China; Department of Automation, North China Electric Power University, China; School of Computer Science, Beijing University of Posts and Telecommunications, China; School of Computer Science and Information Engineering, Shanghai Institute of Technology, China; Huawei Noah’s Ark Lab, China; Department of Computer Science and Technology, Tsinghua University, China",2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"27 Nov 2025","2025","","","17665","17671","In this study, we focus on enhancing the policy of a musculoskeletal arm to develop grasping abilities for objects of varying weights. The agent is modeled using MyoSuite, a platform with realistic biomechanics where muscles drive skeletal movement. We observed that optimizing only the control policy is insufficient for handling heavy object grasping, highlighting the limitations of traditional control-focused approaches. To address this issue, we shift our focus to muscle development by optimizing the arm’s muscle parameters. However, this remains challenging for two main reasons. First, the high dimensionality of the muscle parameter space makes it difficult to find optimal designs. Second, evaluating new muscle configurations requires training a control policy, leading to high computational costs. To tackle these challenges, we adopt two strategies. First, we simplify the problem by optimizing only the stiffness parameters, as they have the greatest impact on grasping performance. Second, we apply the Bayesian Morphology Optimization Method (BMO) to efficiently search the parameter space. Compared to genetic algorithms(GA), BMO finds better solutions with fewer evaluations. Experimental results show that BMO achieves similar rewards with 20% fewer iterations than GA and improves the success rate by 10%. In summary, muscle optimization provides an effective solution for grasping tasks, and BMO demonstrates efficient, robust, and generalizable performance in optimizing muscle parameters for such tasks.","2153-0866","979-8-3315-4393-8","10.1109/IROS60139.2025.11247454","Research and Development; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11247454","","Training;Adaptation models;Morphology;Optimization methods;Grasping;Muscles;Aerospace electronics;Robustness;Bayes methods;Genetic algorithms","","1","","23","IEEE","27 Nov 2025","19-25 Oct. 2025","19-25 Oct. 2025","IEEE","IEEE Conferences"
"Dyna-LfLH: Learning Agile Navigation in Dynamic Environments from Learned Hallucination","S. A. Ghani; Z. Wang; P. Stone; X. Xiao",George Mason University; The University of Texas at Austin; The University of Texas at Austin; George Mason University,2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"27 Nov 2025","2025","","","17719","17724","This paper introduces Dynamic Learning from Learned Hallucination (Dyna-LfLH), a self-supervised method for training motion planners to navigate environments with dense and dynamic obstacles. Classical planners struggle with dense, unpredictable obstacles due to limited computation, while learning-based planners face challenges in acquiring high-quality demonstrations for imitation learning or dealing with exploration inefficiencies in reinforcement learning. Building on Learning from Hallucination (LfH), which synthesizes training data from past successful navigation experiences in simpler environments, Dyna-LfLH incorporates dynamic obstacles by generating them through a learned latent distribution. This enables efficient and safe motion planner training. We evaluate Dyna-LfLH on a ground robot in both simulated and real environments, achieving up to a 25% improvement in success rate compared to baselines.","2153-0866","979-8-3315-4393-8","10.1109/IROS60139.2025.11247157","National Science Foundation; Arm; Office of Naval Research; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11247157","","Training;Navigation;Imitation learning;Dynamics;Training data;Reinforcement learning;Planning;Mobile robots;Intelligent robots;Faces","","2","","19","IEEE","27 Nov 2025","19-25 Oct. 2025","19-25 Oct. 2025","IEEE","IEEE Conferences"
"Learning-Based Quadruped Robot Framework for Locomotion on Dynamic Rigid Platforms","K. Huang; H. Feng; W. Meng; T. Wei; T. Hu","The School of Artificial Intelligence, Sun Yat-sen University, Zhuhai, P.R. China; The School of Artificial Intelligence, Sun Yat-sen University, Zhuhai, P.R. China; School of Automation, Guangdong University of Technology, Guangzhou, P.R. China; The School of Artificial Intelligence, Sun Yat-sen University, Zhuhai, P.R. China; The School of Artificial Intelligence, Sun Yat-sen University, Zhuhai, P.R. China",2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"27 Nov 2025","2025","","","17746","17753","Typical robot controllers assume firm ground, limiting their effectiveness in controlling robots on dynamic platforms such as trucks or ships. To address this limitation, we propose a reinforcement learning framework for robot locomotion on dynamic rigid platforms and a simulation in which 6-DoF dynamic platforms emulating ship oscillation. The framework enables a reinforcement learning model to estimate platform motion during robot locomotion control. In the simulation, our framework significantly reduces the quadruped robot’s fall rate and trajectory deviation compared to baseline controllers. Experiments on a real robot show that our framework enabled a quadruped robot to adapt to platform motions, including those that threw the robot into the air, while baseline models struggled in this case. Thus, our framework can advance the deployment of robots in real-world marine and vehicular applications.","2153-0866","979-8-3315-4393-8","10.1109/IROS60139.2025.11247628","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11247628","","Adaptation models;Atmospheric modeling;Dynamics;Reinforcement learning;6-DOF;Quadrupedal robots;Vehicle dynamics;Marine vehicles;Robots;Oscillators","","","","48","IEEE","27 Nov 2025","19-25 Oct. 2025","19-25 Oct. 2025","IEEE","IEEE Conferences"
"FlowNav: Combining Flow Matching and Depth Priors for Efficient Navigation","S. Gode; A. Nayak; D. N. P. Oliveira; M. Krawez; C. Schmid; W. Burgard","Department of Computer Science and Artificial Intelligence, Artificial Intelligence and Robotics Lab, University of Technology Nuremberg, Germany; Department of Computer Science and Artificial Intelligence, Artificial Intelligence and Robotics Lab, University of Technology Nuremberg, Germany; Department of Computer Science and Artificial Intelligence, Artificial Intelligence and Robotics Lab, University of Technology Nuremberg, Germany; Department of Computer Science and Artificial Intelligence, Artificial Intelligence and Robotics Lab, University of Technology Nuremberg, Germany; Inria, Ecole Normale Supérieure, CNRS, PSL Research University, France; Department of Computer Science and Artificial Intelligence, Artificial Intelligence and Robotics Lab, University of Technology Nuremberg, Germany",2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"27 Nov 2025","2025","","","17762","17768","Effective robot navigation in unseen environments is a challenging task that requires precise control actions at high frequencies. Recent advances have framed it as an image-goal-conditioned control problem, where the robot generates navigation actions using frontal RGB images. Current state-of-the-art methods in this area use diffusion policies to generate these control actions. Despite their promising results, these models are computationally expensive and suffer from weak perception. To address these limitations, we present FlowNav, a novel approach that uses a combination of Conditional Flow Matching (CFM) and depth priors from off-the-shelf foundation models to learn action policies for robot navigation. FlowNav is significantly more accurate and faster at navigation and exploration than state-of-the-art methods. We validate our contributions using real robot experiments in multiple environments, demonstrating improved navigation reliability and accuracy. Code and trained models are publicly available†.","2153-0866","979-8-3315-4393-8","10.1109/IROS60139.2025.11246634","Friedrich-Alexander-Universität Erlangen-Nürnberg; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11246634","","Accuracy;Runtime;Navigation;Reinforcement learning;Transformers;Trajectory;Reliability;High frequency;Standards;Intelligent robots","","1","","51","IEEE","27 Nov 2025","19-25 Oct. 2025","19-25 Oct. 2025","IEEE","IEEE Conferences"
"GDM-Net++: Multi-robot 2D and 3D Gas Distribution Mapping Via Deep Q-Learning and Gaussian Process Regression","I. Kulbaka; A. Dutta; O. P. Kreidl; L. Bölöni; S. Roy","University of North Florida, USA; University of North Florida, USA; University of North Florida, USA; University of Central Florida, USA; University of North Florida, USA",2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"27 Nov 2025","2025","","","18103","18109","Gas distribution mapping (GDM) refers to the task of mapping the gas concentrations of an airborne chemical over a region of interest. A mobile robot equipped with a gas sensor can be used potentially autonomously to build such a distribution map. However, modern-day robots might not have enough battery power to cover the entire area of interest. Therefore, a group of n such collaborative mobile robots can be used for this purpose. The goal of the robots is to sample concentrations from a fraction of locations and infer the gas intensities in the rest of the area using a supervised machine learning technique, namely the Gaussian Process (GP). To this end, we propose a novel multi-robot gas distribution mapping framework, named GDM-Net++, which works in both 2D and 3D settings. Our proposed framework first divides the environment into n unique regions using Voronoi partitioning. Next, we employ a multi-agent deep Q-learning framework for the robots to learn a joint policy. As GP is a compute-intensive process, during testing, the learned policy is applied without re-training the GP model. The experiments are performed in simulation using Python on six types of Gaussian plumes to validate our proposed technique. Compared to two baselines – greedy and random walk, GDM-Net++ performs by 278% and 852% better in terms of earned rewards, while outperforming them by 34% and 155%, respectively, in terms of the precision of gas distribution modeling across unseen 2D test cases. Our approach can also gracefully handle 2D GDM scenarios where the distribution is consistently affected by wind.","2153-0866","979-8-3315-4393-8","10.1109/IROS60139.2025.11247142","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11247142","","Three-dimensional displays;Q-learning;Computational modeling;Gaussian processes;Machine learning;Robot sensing systems;Mobile robots;Intelligent robots;Gas detectors;Testing","","","","27","IEEE","27 Nov 2025","19-25 Oct. 2025","19-25 Oct. 2025","IEEE","IEEE Conferences"
"Personalized Reinforcement Learning Control of Soft Robotic Exosuit for Assisting Human Normative Walking with Reduced Effort","E. Q. Yumbla; J. Zhong; S. Y. Soltanian; J. Si; W. Zhang","School for Engineering of Matter, Transport and Energy, Arizona State University, Tempe, AZ, USA; School of Electrical, Computer and Energy Engineering, Arizona State University, Tempe, AZ, USA; School for Engineering of Matter, Transport and Energy, Arizona State University, Tempe, AZ, USA; School of Electrical, Computer and Energy Engineering, Arizona State University, Tempe, AZ, USA; School of Manufacturing Systems and Networks, Arizona State University, Mesa, AZ, USA",2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"27 Nov 2025","2025","","","18248","18248","Wearable lower limb robots are promising technologies to assist human locomotion. Soft robotic exosuits introduce a promising solution for reducing muscle effort and metabolic cost as they are lightweight, transparent and inherently safe. However, it is challenging to effectively control such soft robots and personalize the assistance for individual users. With the difficulty in developing robust dynamic model of the human-soft robot system, especially the interacting dynamics between the human and the robot, traditional control methods have seen limited success in addressing these challenges. Reinforcement learning (RL), a data-driven optimal control method, provides a naturally promising alternative. In this study, we propose an innovative control design approach to enable human normative walking with reduced physical effort. To achieve this goal, we propose to first offline learn an exosuit controller for typical human normative walking which is then used in the online phase of control tuning for individual users. Four participants are recruited to test the exosuit controller in treadmill walking. Our results show that online tuning for individual users reaches convergence quickly, typically in one experimental trial due to using an efficient offline pre-trained policy. Furthermore, the RL control of the exosuit results in an average muscle effort reduction of 8.8% and 2.8% for the vastus lateralis and biceps femoris as measured by electromyography (EMG) sensors. These results provide the first evidence of customizing the soft exosuit assistance for individual users.","2153-0866","979-8-3315-4393-8","10.1109/IROS60139.2025.11247093","National Science Foundation; National Science Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11247093","","Legged locomotion;Training;Limbs;Reinforcement learning;Soft robotics;Muscles;Electromyography;Timing;Sensors;Tuning","","","","22","IEEE","27 Nov 2025","19-25 Oct. 2025","19-25 Oct. 2025","IEEE","IEEE Conferences"
"Interactive Expressive Motion Generation Using Dynamic Movement Primitives","T. Hielscher; A. Bulling; K. O. Arras","Socially Intelligent Robotics Lab, Institute for Artificial Intelligence, University of Stuttgart, Germany; Collaborative Artificial Intelligence Group, Institute for Visualization and Interactive Systems, University of Stuttgart, Germany; Socially Intelligent Robotics Lab, Institute for Artificial Intelligence, University of Stuttgart, Germany",2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"27 Nov 2025","2025","","","18269","18276","Our goal is to enable social robots to interact autonomously with humans in a realistic, engaging, and expressive manner. The 12 Principles of Animation are a well-established framework animators use to create movements that make characters appear convincing, dynamic, and emotionally expressive. This paper proposes a novel approach that leverages Dynamic Movement Primitives (DMPs) to implement key animation principles, providing a learnable, explainable, modulable, online adaptable and composable model for automatic expressive motion generation. DMPs, originally developed for general imitation learning in robotics and grounded in a spring-damper system design, offer mathematical properties that make them particularly suitable for this task. Specifically, they enable modulation of the intensities of individual principles and facilitate the decomposition of complex, expressive motion sequences into learnable and parametrizable primitives. We present the mathematical formulation of the parameterized animation principles and demonstrate the effectiveness of our framework through experiments and application on three robotic platforms with different kinematic configurations, in simulation, on actual robots and in a user study. Our results show that the approach allows for creating diverse and nuanced expressions using a single base model.","2153-0866","979-8-3315-4393-8","10.1109/IROS60139.2025.11245933","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11245933","","Robot motion;Visualization;Tracking;Imitation learning;Dynamics;Social robots;Kinematics;Animation;Mathematical models;System analysis and design","","","","60","IEEE","27 Nov 2025","19-25 Oct. 2025","19-25 Oct. 2025","IEEE","IEEE Conferences"
"EmoRLTalk: Speech-Driven Emotional Facial Animation With Offline Reinforcement Learning","G. Liu; X. Li; R. Gao; Y. Yuan; J. Liu; H. Li; H. Huo; T. Fang","School of Automation and Perception, Shanghai Jiao Tong University, China; School of Automation and Perception, Shanghai Jiao Tong University, China; School of Automation and Perception, Shanghai Jiao Tong University, China; Institute of Machine Intelligence, University of Shanghai for Science and Technology; Institute of Machine Intelligence, University of Shanghai for Science and Technology; School of Automation and Perception, Shanghai Jiao Tong University, China; School of Automation and Perception, Shanghai Jiao Tong University, China; School of Automation and Perception, Shanghai Jiao Tong University, China",2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"27 Nov 2025","2025","","","18297","18303","In recent years, significant breakthroughs have been made in audio-guided 3D facial animation. However, existing methods mainly focus on lip shape and audio consistency and still face key challenges to achieve alignment between facial emotions and speech emotions. To overcome this limitation, we introduce EmoRLTalk, a novel framework that integrates offline reinforcement learning to implicitly capture the intricate relationship between 3D facial landmarks and blendshape parameters, thereby enhancing the granularity of emotional expression. Furthermore, we harness the strength of conditional diffusion models to synthesize facial motions that are emotionally coherent with the input speech. Additionally, based on the multi-task learning paradigm, we construct a collaborative training framework of a regression main task and a classification sub-task. Specifically, we use emotion classification of blendshape as a sub-task to further improve the model’s ability to express facial emotions. To further enhance system controllability, we integrate the ControlNet module, allowing users to achieve precise facial expression control. Extensive experiments demonstrate that EmoRLTalk achieves superior emotional expressiveness and lip-sync performance compared to previous approaches.","2153-0866","979-8-3315-4393-8","10.1109/IROS60139.2025.11246337","National Natural Science Foundation of China; National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11246337","","Training;Solid modeling;Technological innovation;Three-dimensional displays;Lips;Reinforcement learning;Virtual reality;Multitasking;Diffusion models;Facial animation","","","","49","IEEE","27 Nov 2025","19-25 Oct. 2025","19-25 Oct. 2025","IEEE","IEEE Conferences"
"Towards Efficient Image-goal Navigation: A Self-supervised Transformer-based Reinforcement Learning Approach","Q. Weng; J. Hu; Z. Wu; X. Zhu","School of Electronics and Communication Engineering, Sun Yat-sen University, Shenzhen, China; School of Electronics and Communication Engineering, Sun Yat-sen University, Shenzhen, China; School of Electronics and Communication Engineering, Sun Yat-sen University, Shenzhen, China; School of Electronics and Communication Engineering, Sun Yat-sen University, Shenzhen, China",2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"27 Nov 2025","2025","","","18482","18488","Image-goal navigation is a crucial yet challenging task that requires an agent to navigate to a goal location specified by an image. Modular methods decompose the problem into distinct subtasks and often involve explicit map construction, which can struggle in complex, unstructured environments. In contrast, end-to-end deep reinforcement learning (DRL)-based methods directly output actions from visual input, with recent improvements focusing on enhancing embedding fusion between the current observation and the goal image. However, both approaches fail to fully leverage the rich temporal relationships present in the agent’s visual-action history. In this paper, we address this limitation by employing a self-supervised transformer to predict masked portions of the agent’s visual-action embeddings. To promote spatio-temporal reasoning, a dual-attention shared transformer is utilized for both masked representation learning and policy generation. Our method demonstrates superior performance and generalization ability compared to 12 existing baselines across the Gibson, MP3D, and HM3D datasets. Code and trained models are available at https://github.com/hujch23/DaMVA.","2153-0866","979-8-3315-4393-8","10.1109/IROS60139.2025.11247664","National Natural Science Foundation of China; Fundamental Research Funds for the Central Universities; Sun Yat-sen University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11247664","","Representation learning;Visualization;Codes;Navigation;Focusing;Transformers;Deep reinforcement learning;Cognition;History;Intelligent robots","","","","25","IEEE","27 Nov 2025","19-25 Oct. 2025","19-25 Oct. 2025","IEEE","IEEE Conferences"
"Learning-Based Predictive Impedance Control Towards Safe Predefined-Time Physical Robotic Interaction","J. Xue; W. Liang; Y. Xu; Y. Wu; T. H. Lee","Department of Electrical and Computer Engineering, National University of Singapore, Singapore; Institute for Infocomm Research (I2R), A*STAR, Singapore; Department of Electrical and Computer Engineering, National University of Singapore, Singapore; Institute for Infocomm Research (I2R), A*STAR, Singapore; Department of Electrical and Computer Engineering, National University of Singapore, Singapore",2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"27 Nov 2025","2025","","","18543","18550","Impedance control can be achieved within a model predictive control (MPC) framework for optimization and constraint compliance. However, user-defined or optimization-derived impedance models can be too conservative to achieve a timely convergence, or too aggressive to ensure safety. To address this, an MPC-based impedance control framework with learning-based tuning for predefined-time (PdT) convergence is proposed. On the low level, the framework dynamically selects between a task-oriented and a safety-oriented impedance model based on real-time interaction force modeling and safety assessments, ensuring optimal performance and maintaining safety while interacting with unknown and complex environments. On the high level, the framework achieves PdT convergence via reinforcement learning for meta-parameter tuning, allowing users to specify the desired convergence time upper bound. Lastly, the superiority of the proposed framework is validated on interaction safety and PdT convergence via experiments.","2153-0866","979-8-3315-4393-8","10.1109/IROS60139.2025.11246143","National University of Singapore; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11246143","","Upper bound;Force;Reinforcement learning;Predictive models;Real-time systems;Safety;Impedance;Tuning;Convergence;Predictive control","","","","34","IEEE","27 Nov 2025","19-25 Oct. 2025","19-25 Oct. 2025","IEEE","IEEE Conferences"
